,quantity,date,region,Sales
2983,598,2020-02-21,west,1794.0
2984,515,2020-02-22,north,1545.0
2985,563,2020-02-22,south,1689.0
2986,544,2020-02-22,east,1632.0
2987,556,2020-02-22,west,1668.0
2988,546,2020-02-23,north,1638.0
2989,534,2020-02-23,south,1602.0
2990,562,2020-02-23,east,1686.0
2991,592,2020-02-23,west,1776.0
2992,531,2020-02-24,north,1593.0
2993,578,2020-02-24,south,1734.0
2994,536,2020-02-24,east,1608.0
2995,539,2020-02-24,west,1617.0
2996,552,2020-02-25,north,1656.0
2997,574,2020-02-25,south,1722.0
2998,522,2020-02-25,east,1566.0
2999,516,2020-02-25,west,1548.0
3000,515,2020-02-26,north,1545.0
3001,507,2020-02-26,south,1521.0
3002,576,2020-02-26,east,1728.0
3003,556,2020-02-26,west,1668.0
3004,566,2020-02-27,north,1698.0
3005,533,2020-02-27,south,1599.0
3006,527,2020-02-27,east,1581.0
3007,509,2020-02-27,west,1527.0
3008,503,2020-02-28,north,1509.0
3009,562,2020-02-28,south,1686.0
3010,530,2020-02-28,east,1590.0
3011,563,2020-02-28,west,1689.0
3012,557,2020-02-29,north,1671.0
3013,576,2020-02-29,south,1728.0
3014,508,2020-02-29,east,1524.0
3015,552,2020-02-29,west,1656.0
3016,531,2020-03-01,north,1593.0
3017,542,2020-03-01,south,1626.0
3018,542,2020-03-01,east,1626.0
3019,564,2020-03-01,west,1692.0
3020,503,2020-03-02,north,1509.0
3021,596,2020-03-02,south,1788.0
3022,524,2020-03-02,east,1572.0
3023,523,2020-03-02,west,1569.0
3024,544,2020-03-03,north,1632.0
3025,516,2020-03-03,south,1548.0
3026,541,2020-03-03,east,1623.0
3027,502,2020-03-03,west,1506.0
3028,591,2020-03-04,north,1773.0
3029,559,2020-03-04,south,1677.0
3030,546,2020-03-04,east,1638.0
3031,523,2020-03-04,west,1569.0
3032,598,2020-03-05,north,1794.0
3033,588,2020-03-05,south,1764.0
3034,510,2020-03-05,east,1530.0
3035,590,2020-03-05,west,1770.0
3036,541,2020-03-06,north,1623.0
3037,578,2020-03-06,south,1734.0
3038,566,2020-03-06,east,1698.0
3039,501,2020-03-06,west,1503.0
3040,547,2020-03-07,north,1641.0
3041,527,2020-03-07,south,1581.0
3042,599,2020-03-07,east,1797.0
3043,558,2020-03-07,west,1674.0
3044,567,2020-03-08,north,1701.0
3045,530,2020-03-08,south,1590.0
3046,533,2020-03-08,east,1599.0
3047,597,2020-03-08,west,1791.0
3048,573,2020-03-09,north,1719.0
3049,592,2020-03-09,south,1776.0
3050,514,2020-03-09,east,1542.0
3051,580,2020-03-09,west,1740.0
3052,548,2020-03-10,north,1644.0
3053,551,2020-03-10,south,1653.0
3054,599,2020-03-10,east,1797.0
3055,580,2020-03-10,west,1740.0
3056,535,2020-03-11,north,1605.0
3057,528,2020-03-11,south,1584.0
3058,554,2020-03-11,east,1662.0
3059,524,2020-03-11,west,1572.0
3060,545,2020-03-12,north,1635.0
3061,516,2020-03-12,south,1548.0
3062,560,2020-03-12,east,1680.0
3063,589,2020-03-12,west,1767.0
3064,518,2020-03-13,north,1554.0
3065,562,2020-03-13,south,1686.0
3066,583,2020-03-13,east,1749.0
3067,518,2020-03-13,west,1554.0
3068,554,2020-03-14,north,1662.0
3069,519,2020-03-14,south,1557.0
3070,585,2020-03-14,east,1755.0
3071,586,2020-03-14,west,1758.0
3072,500,2020-03-15,north,1500.0
3073,555,2020-03-15,south,1665.0
3074,587,2020-03-15,east,1761.0
3075,542,2020-03-15,west,1626.0
3076,550,2020-03-16,north,1650.0
3077,574,2020-03-16,south,1722.0
3078,547,2020-03-16,east,1641.0
3079,537,2020-03-16,west,1611.0
3080,567,2020-03-17,north,1701.0
3081,567,2020-03-17,south,1701.0
3082,598,2020-03-17,east,1794.0
3083,503,2020-03-17,west,1509.0
3084,522,2020-03-18,north,1566.0
3085,572,2020-03-18,south,1716.0
3086,567,2020-03-18,east,1701.0
3087,535,2020-03-18,west,1605.0
3088,527,2020-03-19,north,1581.0
3089,599,2020-03-19,south,1797.0
3090,575,2020-03-19,east,1725.0
3091,518,2020-03-19,west,1554.0
3092,555,2020-03-20,north,1665.0
3093,547,2020-03-20,south,1641.0
3094,559,2020-03-20,east,1677.0
3095,569,2020-03-20,west,1707.0
3096,525,2020-03-21,north,1575.0
3097,558,2020-03-21,south,1674.0
3098,569,2020-03-21,east,1707.0
3099,570,2020-03-21,west,1710.0
3100,548,2020-03-22,north,1644.0
3101,556,2020-03-22,south,1668.0
3102,558,2020-03-22,east,1674.0
3103,579,2020-03-22,west,1737.0
3104,589,2020-03-23,north,1767.0
3105,540,2020-03-23,south,1620.0
3106,531,2020-03-23,east,1593.0
3107,514,2020-03-23,west,1542.0
3108,516,2020-03-24,north,1548.0
3109,554,2020-03-24,south,1662.0
3110,580,2020-03-24,east,1740.0
3111,524,2020-03-24,west,1572.0
3112,593,2020-03-25,north,1779.0
3113,590,2020-03-25,south,1770.0
3114,541,2020-03-25,east,1623.0
3115,525,2020-03-25,west,1575.0
3116,595,2020-03-26,north,1785.0
3117,557,2020-03-26,south,1671.0
3118,583,2020-03-26,east,1749.0
3119,597,2020-03-26,west,1791.0
3120,571,2020-03-27,north,1713.0
3121,541,2020-03-27,south,1623.0
3122,535,2020-03-27,east,1605.0
3123,522,2020-03-27,west,1566.0
3124,523,2020-03-28,north,1569.0
3125,535,2020-03-28,south,1605.0
3126,576,2020-03-28,east,1728.0
3127,555,2020-03-28,west,1665.0
3128,594,2020-03-29,north,1782.0
3129,600,2020-03-29,south,1800.0
3130,506,2020-03-29,east,1518.0
3131,600,2020-03-29,west,1800.0
3132,505,2020-03-30,north,1515.0
3133,588,2020-03-30,south,1764.0
3134,544,2020-03-30,east,1632.0
3135,536,2020-03-30,west,1608.0
3136,598,2020-03-31,north,1794.0
3137,545,2020-03-31,south,1635.0
3138,524,2020-03-31,east,1572.0
3139,543,2020-03-31,west,1629.0
3140,519,2020-04-01,north,1557.0
3141,512,2020-04-01,south,1536.0
3142,529,2020-04-01,east,1587.0
3143,576,2020-04-01,west,1728.0
3144,593,2020-04-02,north,1779.0
3145,591,2020-04-02,south,1773.0
3146,598,2020-04-02,east,1794.0
3147,501,2020-04-02,west,1503.0
3148,589,2020-04-03,north,1767.0
3149,581,2020-04-03,south,1743.0
3150,520,2020-04-03,east,1560.0
3151,582,2020-04-03,west,1746.0
3152,577,2020-04-04,north,1731.0
3153,564,2020-04-04,south,1692.0
3154,574,2020-04-04,east,1722.0
3155,521,2020-04-04,west,1563.0
3156,599,2020-04-05,north,1797.0
3157,585,2020-04-05,south,1755.0
3158,537,2020-04-05,east,1611.0
3159,545,2020-04-05,west,1635.0
3160,584,2020-04-06,north,1752.0
3161,583,2020-04-06,south,1749.0
3162,594,2020-04-06,east,1782.0
3163,507,2020-04-06,west,1521.0
3164,584,2020-04-07,north,1752.0
3165,562,2020-04-07,south,1686.0
3166,500,2020-04-07,east,1500.0
3167,595,2020-04-07,west,1785.0
3168,537,2020-04-08,north,1611.0
3169,598,2020-04-08,south,1794.0
3170,578,2020-04-08,east,1734.0
3171,553,2020-04-08,west,1659.0
3172,550,2020-04-09,north,1650.0
3173,529,2020-04-09,south,1587.0
3174,543,2020-04-09,east,1629.0
3175,502,2020-04-09,west,1506.0
3176,598,2020-04-10,north,1794.0
3177,517,2020-04-10,south,1551.0
3178,501,2020-04-10,east,1503.0
3179,592,2020-04-10,west,1776.0
3180,553,2020-04-11,north,1659.0
3181,530,2020-04-11,south,1590.0
3182,505,2020-04-11,east,1515.0
3183,502,2020-04-11,west,1506.0
3184,574,2020-04-12,north,1722.0
3185,504,2020-04-12,south,1512.0
3186,591,2020-04-12,east,1773.0
3187,545,2020-04-12,west,1635.0
3188,516,2020-04-13,north,1548.0
3189,564,2020-04-13,south,1692.0
3190,566,2020-04-13,east,1698.0
3191,585,2020-04-13,west,1755.0
3192,507,2020-04-14,north,1521.0
3193,531,2020-04-14,south,1593.0
3194,548,2020-04-14,east,1644.0
3195,529,2020-04-14,west,1587.0
3196,600,2020-04-15,north,1800.0
3197,596,2020-04-15,south,1788.0
3198,588,2020-04-15,east,1764.0
3199,550,2020-04-15,west,1650.0
3200,568,2020-04-16,north,1704.0
3201,553,2020-04-16,south,1659.0
3202,548,2020-04-16,east,1644.0
3203,500,2020-04-16,west,1500.0
3204,578,2020-04-17,north,1734.0
3205,539,2020-04-17,south,1617.0
3206,528,2020-04-17,east,1584.0
3207,523,2020-04-17,west,1569.0
3208,541,2020-04-18,north,1623.0
3209,500,2020-04-18,south,1500.0
3210,526,2020-04-18,east,1578.0
3211,530,2020-04-18,west,1590.0
3212,587,2020-04-19,north,1761.0
3213,576,2020-04-19,south,1728.0
3214,572,2020-04-19,east,1716.0
3215,568,2020-04-19,west,1704.0
3216,555,2020-04-20,north,1665.0
3217,505,2020-04-20,south,1515.0
3218,575,2020-04-20,east,1725.0
3219,565,2020-04-20,west,1695.0
3220,585,2020-04-21,north,1755.0
3221,507,2020-04-21,south,1521.0
3222,543,2020-04-21,east,1629.0
3223,562,2020-04-21,west,1686.0
3224,538,2020-04-22,north,1614.0
3225,538,2020-04-22,south,1614.0
3226,523,2020-04-22,east,1569.0
3227,509,2020-04-22,west,1527.0
3228,588,2020-04-23,north,1764.0
3229,508,2020-04-23,south,1524.0
3230,537,2020-04-23,east,1611.0
3231,595,2020-04-23,west,1785.0
3232,572,2020-04-24,north,1716.0
3233,564,2020-04-24,south,1692.0
3234,502,2020-04-24,east,1506.0
3235,511,2020-04-24,west,1533.0
3236,546,2020-04-25,north,1638.0
3237,546,2020-04-25,south,1638.0
3238,585,2020-04-25,east,1755.0
3239,515,2020-04-25,west,1545.0
3240,504,2020-04-26,north,1512.0
3241,531,2020-04-26,south,1593.0
3242,558,2020-04-26,east,1674.0
3243,573,2020-04-26,west,1719.0
3244,510,2020-04-27,north,1530.0
3245,531,2020-04-27,south,1593.0
3246,547,2020-04-27,east,1641.0
3247,525,2020-04-27,west,1575.0
3248,596,2020-04-28,north,1788.0
3249,583,2020-04-28,south,1749.0
3250,527,2020-04-28,east,1581.0
3251,508,2020-04-28,west,1524.0
3252,560,2020-04-29,north,1680.0
3253,558,2020-04-29,south,1674.0
3254,591,2020-04-29,east,1773.0
3255,558,2020-04-29,west,1674.0
3256,593,2020-04-30,north,1779.0
3257,523,2020-04-30,south,1569.0
3258,530,2020-04-30,east,1590.0
3259,563,2020-04-30,west,1689.0
3260,585,2020-05-01,north,1755.0
3261,584,2020-05-01,south,1752.0
3262,547,2020-05-01,east,1641.0
3263,535,2020-05-01,west,1605.0
3264,529,2020-05-02,north,1587.0
3265,507,2020-05-02,south,1521.0
3266,535,2020-05-02,east,1605.0
3267,519,2020-05-02,west,1557.0
3268,560,2020-05-03,north,1680.0
3269,522,2020-05-03,south,1566.0
3270,573,2020-05-03,east,1719.0
3271,521,2020-05-03,west,1563.0
3272,523,2020-05-04,north,1569.0
3273,536,2020-05-04,south,1608.0
3274,526,2020-05-04,east,1578.0
3275,547,2020-05-04,west,1641.0
3276,529,2020-05-05,north,1587.0
3277,558,2020-05-05,south,1674.0
3278,500,2020-05-05,east,1500.0
3279,562,2020-05-05,west,1686.0
3280,507,2020-05-06,north,1521.0
3281,561,2020-05-06,south,1683.0
3282,589,2020-05-06,east,1767.0
3283,592,2020-05-06,west,1776.0
3284,519,2020-05-07,north,1557.0
3285,541,2020-05-07,south,1623.0
3286,519,2020-05-07,east,1557.0
3287,582,2020-05-07,west,1746.0
3288,560,2020-05-08,north,1680.0
3289,529,2020-05-08,south,1587.0
3290,565,2020-05-08,east,1695.0
3291,543,2020-05-08,west,1629.0
3292,558,2020-05-09,north,1674.0
3293,540,2020-05-09,south,1620.0
3294,520,2020-05-09,east,1560.0
3295,530,2020-05-09,west,1590.0
3296,541,2020-05-10,north,1623.0
3297,563,2020-05-10,south,1689.0
3298,552,2020-05-10,east,1656.0
3299,565,2020-05-10,west,1695.0
3300,558,2020-05-11,north,1674.0
3301,518,2020-05-11,south,1554.0
3302,560,2020-05-11,east,1680.0
3303,525,2020-05-11,west,1575.0
3304,500,2020-05-12,north,1500.0
3305,597,2020-05-12,south,1791.0
3306,538,2020-05-12,east,1614.0
3307,565,2020-05-12,west,1695.0
3308,589,2020-05-13,north,1767.0
3309,575,2020-05-13,south,1725.0
3310,567,2020-05-13,east,1701.0
3311,543,2020-05-13,west,1629.0
3312,552,2020-05-14,north,1656.0
3313,571,2020-05-14,south,1713.0
3314,579,2020-05-14,east,1737.0
3315,557,2020-05-14,west,1671.0
3316,511,2020-05-15,north,1533.0
3317,548,2020-05-15,south,1644.0
3318,520,2020-05-15,east,1560.0
3319,580,2020-05-15,west,1740.0
3320,589,2020-05-16,north,1767.0
3321,597,2020-05-16,south,1791.0
3322,503,2020-05-16,east,1509.0
3323,538,2020-05-16,west,1614.0
3324,522,2020-05-17,north,1566.0
3325,586,2020-05-17,south,1758.0
3326,556,2020-05-17,east,1668.0
3327,569,2020-05-17,west,1707.0
3328,546,2020-05-18,north,1638.0
3329,532,2020-05-18,south,1596.0
3330,589,2020-05-18,east,1767.0
3331,561,2020-05-18,west,1683.0
3332,547,2020-05-19,north,1641.0
3333,571,2020-05-19,south,1713.0
3334,505,2020-05-19,east,1515.0
3335,534,2020-05-19,west,1602.0
3336,525,2020-05-20,north,1575.0
3337,597,2020-05-20,south,1791.0
3338,515,2020-05-20,east,1545.0
3339,562,2020-05-20,west,1686.0
3340,529,2020-05-21,north,1587.0
3341,597,2020-05-21,south,1791.0
3342,551,2020-05-21,east,1653.0
3343,557,2020-05-21,west,1671.0
3344,514,2020-05-22,north,1542.0
3345,562,2020-05-22,south,1686.0
3346,523,2020-05-22,east,1569.0
3347,506,2020-05-22,west,1518.0
3348,540,2020-05-23,north,1620.0
3349,512,2020-05-23,south,1536.0
3350,571,2020-05-23,east,1713.0
3351,596,2020-05-23,west,1788.0
3352,591,2020-05-24,north,1773.0
3353,595,2020-05-24,south,1785.0
3354,503,2020-05-24,east,1509.0
3355,571,2020-05-24,west,1713.0
3356,512,2020-05-25,north,1536.0
3357,568,2020-05-25,south,1704.0
3358,521,2020-05-25,east,1563.0
3359,513,2020-05-25,west,1539.0
3360,515,2020-05-26,north,1545.0
3361,510,2020-05-26,south,1530.0
3362,586,2020-05-26,east,1758.0
3363,552,2020-05-26,west,1656.0
3364,521,2020-05-27,north,1563.0
3365,586,2020-05-27,south,1758.0
3366,552,2020-05-27,east,1656.0
3367,569,2020-05-27,west,1707.0
3368,527,2020-05-28,north,1581.0
3369,523,2020-05-28,south,1569.0
3370,511,2020-05-28,east,1533.0
3371,522,2020-05-28,west,1566.0
3372,574,2020-05-29,north,1722.0
3373,534,2020-05-29,south,1602.0
3374,566,2020-05-29,east,1698.0
3375,522,2020-05-29,west,1566.0
3376,533,2020-05-30,north,1599.0
3377,596,2020-05-30,south,1788.0
3378,581,2020-05-30,east,1743.0
3379,549,2020-05-30,west,1647.0
3380,522,2020-05-31,north,1566.0
3381,536,2020-05-31,south,1608.0
3382,597,2020-05-31,east,1791.0
3383,588,2020-05-31,west,1764.0
3384,584,2020-06-01,north,1752.0
3385,536,2020-06-01,south,1608.0
3386,518,2020-06-01,east,1554.0
3387,570,2020-06-01,west,1710.0
3388,559,2020-06-02,north,1677.0
3389,598,2020-06-02,south,1794.0
3390,600,2020-06-02,east,1800.0
3391,589,2020-06-02,west,1767.0
3392,594,2020-06-03,north,1782.0
3393,528,2020-06-03,south,1584.0
3394,515,2020-06-03,east,1545.0
3395,539,2020-06-03,west,1617.0
3396,548,2020-06-04,north,1644.0
3397,509,2020-06-04,south,1527.0
3398,569,2020-06-04,east,1707.0
3399,591,2020-06-04,west,1773.0
3400,529,2020-06-05,north,1587.0
3401,544,2020-06-05,south,1632.0
3402,523,2020-06-05,east,1569.0
3403,522,2020-06-05,west,1566.0
3404,561,2020-06-06,north,1683.0
3405,563,2020-06-06,south,1689.0
3406,568,2020-06-06,east,1704.0
3407,583,2020-06-06,west,1749.0
3408,540,2020-06-07,north,1620.0
3409,550,2020-06-07,south,1650.0
3410,581,2020-06-07,east,1743.0
3411,558,2020-06-07,west,1674.0
3412,509,2020-06-08,north,1527.0
3413,546,2020-06-08,south,1638.0
3414,528,2020-06-08,east,1584.0
3415,565,2020-06-08,west,1695.0
3416,501,2020-06-09,north,1503.0
3417,523,2020-06-09,south,1569.0
3418,524,2020-06-09,east,1572.0
3419,531,2020-06-09,west,1593.0
3420,587,2020-06-10,north,1761.0
3421,504,2020-06-10,south,1512.0
3422,539,2020-06-10,east,1617.0
3423,531,2020-06-10,west,1593.0
3424,530,2020-06-11,north,1590.0
3425,537,2020-06-11,south,1611.0
3426,573,2020-06-11,east,1719.0
3427,573,2020-06-11,west,1719.0
3428,504,2020-06-12,north,1512.0
3429,592,2020-06-12,south,1776.0
3430,525,2020-06-12,east,1575.0
3431,582,2020-06-12,west,1746.0
3432,527,2020-06-13,north,1581.0
3433,563,2020-06-13,south,1689.0
3434,592,2020-06-13,east,1776.0
3435,520,2020-06-13,west,1560.0
3436,578,2020-06-14,north,1734.0
3437,596,2020-06-14,south,1788.0
3438,581,2020-06-14,east,1743.0
3439,573,2020-06-14,west,1719.0
3440,514,2020-06-15,north,1542.0
3441,586,2020-06-15,south,1758.0
3442,558,2020-06-15,east,1674.0
3443,528,2020-06-15,west,1584.0
3444,556,2020-06-16,north,1668.0
3445,540,2020-06-16,south,1620.0
3446,565,2020-06-16,east,1695.0
3447,546,2020-06-16,west,1638.0
3448,518,2020-06-17,north,1554.0
3449,553,2020-06-17,south,1659.0
3450,578,2020-06-17,east,1734.0
3451,509,2020-06-17,west,1527.0
3452,537,2020-06-18,north,1611.0
3453,578,2020-06-18,south,1734.0
3454,581,2020-06-18,east,1743.0
3455,519,2020-06-18,west,1557.0
3456,600,2020-06-19,north,1800.0
3457,512,2020-06-19,south,1536.0
3458,526,2020-06-19,east,1578.0
3459,505,2020-06-19,west,1515.0
3460,549,2020-06-20,north,1647.0
3461,547,2020-06-20,south,1641.0
3462,538,2020-06-20,east,1614.0
3463,506,2020-06-20,west,1518.0
3464,585,2020-06-21,north,1755.0
3465,540,2020-06-21,south,1620.0
3466,575,2020-06-21,east,1725.0
3467,556,2020-06-21,west,1668.0
3468,587,2020-06-22,north,1761.0
3469,514,2020-06-22,south,1542.0
3470,513,2020-06-22,east,1539.0
3471,508,2020-06-22,west,1524.0
3472,589,2020-06-23,north,1767.0
3473,527,2020-06-23,south,1581.0
3474,590,2020-06-23,east,1770.0
3475,586,2020-06-23,west,1758.0
3476,539,2020-06-24,north,1617.0
3477,506,2020-06-24,south,1518.0
3478,597,2020-06-24,east,1791.0
3479,565,2020-06-24,west,1695.0
3480,501,2020-06-25,north,1503.0
3481,598,2020-06-25,south,1794.0
3482,546,2020-06-25,east,1638.0
3483,512,2020-06-25,west,1536.0
3484,569,2020-06-26,north,1707.0
3485,526,2020-06-26,south,1578.0
3486,573,2020-06-26,east,1719.0
3487,576,2020-06-26,west,1728.0
3488,548,2020-06-27,north,1644.0
3489,509,2020-06-27,south,1527.0
3490,526,2020-06-27,east,1578.0
3491,541,2020-06-27,west,1623.0
3492,536,2020-06-28,north,1608.0
3493,593,2020-06-28,south,1779.0
3494,563,2020-06-28,east,1689.0
3495,543,2020-06-28,west,1629.0
3496,574,2020-06-29,north,1722.0
3497,554,2020-06-29,south,1662.0
3498,554,2020-06-29,east,1662.0
3499,501,2020-06-29,west,1503.0
3500,598,2020-06-30,north,1794.0
3501,524,2020-06-30,south,1572.0
3502,556,2020-06-30,east,1668.0
3503,549,2020-06-30,west,1647.0
3504,544,2020-07-01,north,1632.0
3505,526,2020-07-01,south,1578.0
3506,550,2020-07-01,east,1650.0
3507,599,2020-07-01,west,1797.0
3508,578,2020-07-02,north,1734.0
3509,578,2020-07-02,south,1734.0
3510,527,2020-07-02,east,1581.0
3511,555,2020-07-02,west,1665.0
3512,565,2020-07-03,north,1695.0
3513,567,2020-07-03,south,1701.0
3514,528,2020-07-03,east,1584.0
3515,506,2020-07-03,west,1518.0
3516,579,2020-07-04,north,1737.0
3517,552,2020-07-04,south,1656.0
3518,565,2020-07-04,east,1695.0
3519,521,2020-07-04,west,1563.0
3520,596,2020-07-05,north,1788.0
3521,582,2020-07-05,south,1746.0
3522,549,2020-07-05,east,1647.0
3523,509,2020-07-05,west,1527.0
3524,516,2020-07-06,north,1548.0
3525,524,2020-07-06,south,1572.0
3526,523,2020-07-06,east,1569.0
3527,509,2020-07-06,west,1527.0
3528,500,2020-07-07,north,1500.0
3529,597,2020-07-07,south,1791.0
3530,552,2020-07-07,east,1656.0
3531,581,2020-07-07,west,1743.0
3532,521,2020-07-08,north,1563.0
3533,574,2020-07-08,south,1722.0
3534,586,2020-07-08,east,1758.0
3535,508,2020-07-08,west,1524.0
3536,596,2020-07-09,north,1788.0
3537,571,2020-07-09,south,1713.0
3538,532,2020-07-09,east,1596.0
3539,572,2020-07-09,west,1716.0
3540,529,2020-07-10,north,1587.0
3541,503,2020-07-10,south,1509.0
3542,566,2020-07-10,east,1698.0
3543,505,2020-07-10,west,1515.0
3544,500,2020-07-11,north,1500.0
3545,563,2020-07-11,south,1689.0
3546,518,2020-07-11,east,1554.0
3547,503,2020-07-11,west,1509.0
3548,582,2020-07-12,north,1746.0
3549,524,2020-07-12,south,1572.0
3550,591,2020-07-12,east,1773.0
3551,532,2020-07-12,west,1596.0
3552,560,2020-07-13,north,1680.0
3553,588,2020-07-13,south,1764.0
3554,594,2020-07-13,east,1782.0
3555,576,2020-07-13,west,1728.0
3556,519,2020-07-14,north,1557.0
3557,505,2020-07-14,south,1515.0
3558,565,2020-07-14,east,1695.0
3559,500,2020-07-14,west,1500.0
3560,514,2020-07-15,north,1542.0
3561,580,2020-07-15,south,1740.0
3562,549,2020-07-15,east,1647.0
3563,532,2020-07-15,west,1596.0
3564,505,2020-07-16,north,1515.0
3565,577,2020-07-16,south,1731.0
3566,535,2020-07-16,east,1605.0
3567,597,2020-07-16,west,1791.0
3568,598,2020-07-17,north,1794.0
3569,559,2020-07-17,south,1677.0
3570,547,2020-07-17,east,1641.0
3571,591,2020-07-17,west,1773.0
3572,541,2020-07-18,north,1623.0
3573,569,2020-07-18,south,1707.0
3574,583,2020-07-18,east,1749.0
3575,599,2020-07-18,west,1797.0
3576,538,2020-07-19,north,1614.0
3577,551,2020-07-19,south,1653.0
3578,558,2020-07-19,east,1674.0
3579,593,2020-07-19,west,1779.0
3580,599,2020-07-20,north,1797.0
3581,520,2020-07-20,south,1560.0
3582,546,2020-07-20,east,1638.0
3583,572,2020-07-20,west,1716.0
3584,524,2020-07-21,north,1572.0
3585,589,2020-07-21,south,1767.0
3586,563,2020-07-21,east,1689.0
3587,578,2020-07-21,west,1734.0
3588,556,2020-07-22,north,1668.0
3589,576,2020-07-22,south,1728.0
3590,556,2020-07-22,east,1668.0
3591,528,2020-07-22,west,1584.0
3592,564,2020-07-23,north,1692.0
3593,570,2020-07-23,south,1710.0
3594,586,2020-07-23,east,1758.0
3595,515,2020-07-23,west,1545.0
3596,510,2020-07-24,north,1530.0
3597,510,2020-07-24,south,1530.0
3598,525,2020-07-24,east,1575.0
3599,592,2020-07-24,west,1776.0
3600,598,2020-07-25,north,1794.0
3601,549,2020-07-25,south,1647.0
3602,537,2020-07-25,east,1611.0
3603,568,2020-07-25,west,1704.0
3604,523,2020-07-26,north,1569.0
3605,553,2020-07-26,south,1659.0
3606,525,2020-07-26,east,1575.0
3607,596,2020-07-26,west,1788.0
3608,534,2020-07-27,north,1602.0
3609,540,2020-07-27,south,1620.0
3610,510,2020-07-27,east,1530.0
3611,536,2020-07-27,west,1608.0
3612,600,2020-07-28,north,1800.0
3613,502,2020-07-28,south,1506.0
3614,536,2020-07-28,east,1608.0
3615,527,2020-07-28,west,1581.0
3616,511,2020-07-29,north,1533.0
3617,562,2020-07-29,south,1686.0
3618,591,2020-07-29,east,1773.0
3619,548,2020-07-29,west,1644.0
3620,574,2020-07-30,north,1722.0
3621,528,2020-07-30,south,1584.0
3622,532,2020-07-30,east,1596.0
3623,504,2020-07-30,west,1512.0
3624,509,2020-07-31,north,1527.0
3625,510,2020-07-31,south,1530.0
3626,511,2020-07-31,east,1533.0
3627,510,2020-07-31,west,1530.0
3628,596,2020-08-01,north,1788.0
3629,532,2020-08-01,south,1596.0
3630,560,2020-08-01,east,1680.0
3631,557,2020-08-01,west,1671.0
3632,552,2020-08-02,north,1656.0
3633,572,2020-08-02,south,1716.0
3634,541,2020-08-02,east,1623.0
3635,532,2020-08-02,west,1596.0
3636,555,2020-08-03,north,1665.0
3637,550,2020-08-03,south,1650.0
3638,501,2020-08-03,east,1503.0
3639,555,2020-08-03,west,1665.0
3640,513,2020-08-04,north,1539.0
3641,553,2020-08-04,south,1659.0
3642,534,2020-08-04,east,1602.0
3643,573,2020-08-04,west,1719.0
3644,583,2020-08-05,north,1749.0
3645,516,2020-08-05,south,1548.0
3646,551,2020-08-05,east,1653.0
3647,554,2020-08-05,west,1662.0
3648,590,2020-08-06,north,1770.0
3649,570,2020-08-06,south,1710.0
3650,503,2020-08-06,east,1509.0
3651,515,2020-08-06,west,1545.0
3652,580,2020-08-07,north,1740.0
3653,508,2020-08-07,south,1524.0
3654,547,2020-08-07,east,1641.0
3655,570,2020-08-07,west,1710.0
3656,576,2020-08-08,north,1728.0
3657,565,2020-08-08,south,1695.0
3658,572,2020-08-08,east,1716.0
3659,595,2020-08-08,west,1785.0
3660,539,2020-08-09,north,1617.0
3661,584,2020-08-09,south,1752.0
3662,578,2020-08-09,east,1734.0
3663,507,2020-08-09,west,1521.0
3664,515,2020-08-10,north,1545.0
3665,574,2020-08-10,south,1722.0
3666,549,2020-08-10,east,1647.0
3667,510,2020-08-10,west,1530.0
3668,544,2020-08-11,north,1632.0
3669,540,2020-08-11,south,1620.0
3670,517,2020-08-11,east,1551.0
3671,519,2020-08-11,west,1557.0
3672,579,2020-08-12,north,1737.0
3673,583,2020-08-12,south,1749.0
3674,568,2020-08-12,east,1704.0
3675,557,2020-08-12,west,1671.0
3676,500,2020-08-13,north,1500.0
3677,500,2020-08-13,south,1500.0
3678,567,2020-08-13,east,1701.0
3679,595,2020-08-13,west,1785.0
3680,514,2020-08-14,north,1542.0
3681,597,2020-08-14,south,1791.0
3682,572,2020-08-14,east,1716.0
3683,555,2020-08-14,west,1665.0
3684,580,2020-08-15,north,1740.0
3685,544,2020-08-15,south,1632.0
3686,520,2020-08-15,east,1560.0
3687,563,2020-08-15,west,1689.0
3688,583,2020-08-16,north,1749.0
3689,535,2020-08-16,south,1605.0
3690,543,2020-08-16,east,1629.0
3691,576,2020-08-16,west,1728.0
3692,518,2020-08-17,north,1554.0
3693,543,2020-08-17,south,1629.0
3694,566,2020-08-17,east,1698.0
3695,545,2020-08-17,west,1635.0
3696,587,2020-08-18,north,1761.0
3697,522,2020-08-18,south,1566.0
3698,564,2020-08-18,east,1692.0
3699,521,2020-08-18,west,1563.0
3700,554,2020-08-19,north,1662.0
3701,545,2020-08-19,south,1635.0
3702,558,2020-08-19,east,1674.0
3703,534,2020-08-19,west,1602.0
3704,562,2020-08-20,north,1686.0
3705,502,2020-08-20,south,1506.0
3706,505,2020-08-20,east,1515.0
3707,593,2020-08-20,west,1779.0
3708,519,2020-08-21,north,1557.0
3709,517,2020-08-21,south,1551.0
3710,507,2020-08-21,east,1521.0
3711,570,2020-08-21,west,1710.0
3712,521,2020-08-22,north,1563.0
3713,561,2020-08-22,south,1683.0
3714,597,2020-08-22,east,1791.0
3715,591,2020-08-22,west,1773.0
3716,572,2020-08-23,north,1716.0
3717,577,2020-08-23,south,1731.0
3718,531,2020-08-23,east,1593.0
